task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
927	d8/fd4f88	145598	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_07_B)	COMPLETED	0	2024-04-03 09:53:48.151	23.1s	23s	116.3%	996.3 MB	7 GB	59.3 MB	15.4 MB
928	0c/e79e31	146182	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_08_B)	COMPLETED	0	2024-04-03 09:53:53.505	21.8s	22s	116.7%	958.8 MB	7 GB	56.6 MB	13.5 MB
929	77/3deb7a	146850	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_09_B)	COMPLETED	0	2024-04-03 09:54:00.455	22.2s	22s	115.2%	966.9 MB	7 GB	57.4 MB	13.9 MB
930	4b/189199	147264	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_10_B)	COMPLETED	0	2024-04-03 09:54:03.817	22.1s	21s	116.6%	967.4 MB	7 GB	57.6 MB	14 MB
931	4c/cee88e	148101	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_11_B)	COMPLETED	0	2024-04-03 09:54:11.337	22.8s	22s	120.7%	973.1 MB	7 GB	58.6 MB	14.9 MB
932	4a/a00558	148544	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_12_B)	COMPLETED	0	2024-04-03 09:54:15.340	20.8s	20s	119.0%	919.6 MB	7 GB	54.8 MB	12.1 MB
934	c0/fd2e0d	149712	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_14_B)	COMPLETED	0	2024-04-03 09:54:25.950	16.4s	16s	121.6%	887.4 MB	6.9 GB	47.9 MB	6.9 MB
933	b5/5c6ddc	149327	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_13_B)	COMPLETED	0	2024-04-03 09:54:22.697	20.5s	20s	119.6%	923.7 MB	7 GB	55.6 MB	12.6 MB
936	38/49af45	150878	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_16_B)	COMPLETED	0	2024-04-03 09:54:36.230	14.8s	14s	122.9%	836.2 MB	6.9 GB	45.6 MB	5.5 MB
935	8f/24217c	150576	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_15_B)	COMPLETED	0	2024-04-03 09:54:34.149	20.1s	20s	117.3%	917.1 MB	7 GB	53.6 MB	10.8 MB
938	9c/5c2138	151866	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_C1_B)	COMPLETED	0	2024-04-03 09:54:43.268	15s	15s	128.8%	807.1 MB	6.9 GB	45.3 MB	5.1 MB
937	47/0225cf	151598	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_17_B)	COMPLETED	0	2024-04-03 09:54:42.347	21.3s	21s	116.5%	917.3 MB	7 GB	53.8 MB	11.5 MB
939	95/12914d	152756	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_C2_B)	COMPLETED	0	2024-04-03 09:54:51.038	18.3s	18s	119.0%	904 MB	6.9 GB	50.5 MB	8.9 MB
941	43/1c9865	153727	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_C4_B)	COMPLETED	0	2024-04-03 09:54:58.313	18.4s	18s	120.8%	911.6 MB	6.9 GB	51.5 MB	9.7 MB
940	c7/3a22f6	153232	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_C3_B)	COMPLETED	0	2024-04-03 09:54:54.290	25.1s	25s	113.3%	1 GB	7.1 GB	63.7 MB	18.4 MB
942	5d/9d085c	154399	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_C5_B)	COMPLETED	0	2024-04-03 09:55:03.633	23.2s	22s	116.3%	979.4 MB	7 GB	58.3 MB	14.8 MB
943	2b/1273d1	155068	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_C6_B)	COMPLETED	0	2024-04-03 09:55:09.367	21s	21s	124.6%	934.7 MB	7 GB	53.7 MB	11.2 MB
945	25/0eaa21	156150	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_SF_01_S)	COMPLETED	0	2024-04-03 09:55:19.402	16.8s	17s	122.8%	916.1 MB	7 GB	49.3 MB	7.4 MB
946	75/2eb639	156905	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_SF_02_B)	COMPLETED	0	2024-04-03 09:55:26.867	15.5s	15s	124.3%	858.1 MB	6.9 GB	48.7 MB	5.8 MB
944	3d/383b0d	155740	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_SF_01_B)	COMPLETED	0	2024-04-03 09:55:16.762	27.3s	26s	114.1%	1 GB	7.1 GB	66.1 MB	20.1 MB
947	02/fd7b52	157396	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_SF_02_S)	COMPLETED	0	2024-04-03 09:55:30.425	16.4s	16s	122.6%	880.6 MB	6.9 GB	46.9 MB	6.3 MB
948	2b/e8d5b6	158019	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_SF_S3_B)	COMPLETED	0	2024-04-03 09:55:36.274	11s	11s	137.4%	671 MB	6.7 GB	38.3 MB	154.3 KB
950	bb/a6117c	174798	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_VW_C1_B)	COMPLETED	0	2024-04-03 09:55:44.041	9.8s	9s	138.4%	671 MB	6.7 GB	38.2 MB	89.8 KB
949	6d/355593	174270	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_SF_S3_S)	COMPLETED	0	2024-04-03 09:55:42.368	17.8s	18s	118.7%	902.3 MB	6.9 GB	51.1 MB	8 MB
951	91/59f46e	175240	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_VW_C1_S)	COMPLETED	0	2024-04-03 09:55:46.863	21.2s	20s	118.9%	949.3 MB	7 GB	56.6 MB	12.7 MB
952	53/3f2d70	175459	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_VW_C2_B)	COMPLETED	0	2024-04-03 09:55:47.339	21.4s	21s	116.4%	918.9 MB	7 GB	55.8 MB	12.8 MB
953	0b/a0d1e8	176456	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_VW_C2_S)	COMPLETED	0	2024-04-03 09:55:53.876	18.8s	18s	119.5%	919.1 MB	7 GB	52.7 MB	10.5 MB
954	59/390af5	177157	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_VW_C3_S)	COMPLETED	0	2024-04-03 09:56:00.201	20.5s	20s	120.5%	935.3 MB	7 GB	54.1 MB	12 MB
956	4d/6d1a2a	178150	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_VW_S5_S)	COMPLETED	0	2024-04-03 09:56:08.735	15.8s	15s	125.8%	838.3 MB	6.9 GB	47 MB	6.2 MB
957	c4/2aa96a	178677	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_VW_S6_B)	COMPLETED	0	2024-04-03 09:56:12.729	15.5s	15s	132.4%	859.1 MB	6.9 GB	48.3 MB	5.9 MB
955	e8/460936	177912	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_VW_S5_B)	COMPLETED	0	2024-04-03 09:56:08.079	25.5s	25s	114.8%	1 GB	7.1 GB	62.3 MB	17.1 MB
960	e9/530311	181207	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_SUMMARY_STD (cutadapt_standard)	COMPLETED	0	2024-04-03 09:56:33.624	4.7s	2s	18.9%	10.1 MB	37.1 MB	1.3 MB	8.7 KB
964	9d/c60d18	181947	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_SUMMARY_MERGE (cutadapt_standard_summary.tsv)	COMPLETED	0	2024-04-03 09:56:38.438	511ms	0ms	62.4%	1.6 MB	5.4 MB	73.5 KB	8.5 KB
958	06/c7571f	179604	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_VW_S6_S)	COMPLETED	0	2024-04-03 09:56:20.705	22.8s	22s	116.9%	1022.3 MB	7 GB	57.6 MB	14.9 MB
959	77/8af91e	180074	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_VW_S7_B)	COMPLETED	0	2024-04-03 09:56:24.555	22.2s	22s	120.2%	957.1 MB	7 GB	57.3 MB	13.8 MB
961	8d/138fc9	180540	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_VW_S7_S)	COMPLETED	0	2024-04-03 09:56:28.217	19.2s	18s	121.9%	919.7 MB	7 GB	53.5 MB	11.2 MB
967	34/98b3d8	182410	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_ERR (1)	COMPLETED	0	2024-04-03 09:56:48.979	1m 18s	1m 11s	147.0%	1.6 GB	8 GB	127.9 MB	1.1 MB
962	d4/3a2a14	139932	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_QUALITY1 (FW)	COMPLETED	0	2024-04-03 09:53:02.709	10m 24s	10m 21s	102.9%	2.2 GB	14.5 GB	3.3 GB	59.3 MB
965	d9/469c94	182420	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_QUALITY2 (FW)	COMPLETED	0	2024-04-03 09:56:49.035	8m 44s	8m 41s	103.9%	2.1 GB	14.4 GB	2.4 GB	39.7 MB
966	b6/90caa5	182432	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_QUALITY2 (RV)	COMPLETED	0	2024-04-03 09:56:49.072	9m 7s	9m 3s	103.7%	2.2 GB	14.4 GB	2.9 GB	45.6 MB
968	96/d63287	187168	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_DENOISING (1)	COMPLETED	0	2024-04-03 09:58:07.877	26m 10s	26m 3s	127.8%	2.2 GB	9.6 GB	7.9 GB	69.9 MB
969	db/75addf	205772	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_RMCHIMERA (1)	COMPLETED	0	2024-04-03 10:24:18.032	8.2s	8s	156.5%	646.9 MB	6.7 GB	38 MB	36.2 KB
970	a2/8d6b9b	206193	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_STATS (1)	COMPLETED	0	2024-04-03 10:24:27.206	13.8s	10s	125.0%	815.6 MB	6.8 GB	107.9 MB	13 KB
971	3e/a9fcc5	207203	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_MERGE	COMPLETED	0	2024-04-03 10:24:42.362	8.1s	8s	149.5%	628.7 MB	6.7 GB	35.6 MB	1.2 MB
973	15/d32c5e	207639	NFCORE_AMPLISEQ:AMPLISEQ:MERGE_STATS_STD (1)	COMPLETED	0	2024-04-03 10:24:50.476	991ms	1s	817.7%	1.7 MB	5.4 MB	5.9 MB	18.7 KB
974	d3/10b052	207951	NFCORE_AMPLISEQ:AMPLISEQ:FILTER_LEN_ASV (ASV_seqs.fasta)	COMPLETED	0	2024-04-03 10:24:51.427	3.9s	3s	274.5%	214.8 MB	1.9 GB	16.9 MB	485.3 KB
975	81/cec221	208643	NFCORE_AMPLISEQ:AMPLISEQ:MERGE_STATS_FILTERLENASV (1)	COMPLETED	0	2024-04-03 10:24:55.357	1s	1s	790.2%	1.7 MB	5.4 MB	5.9 MB	21.9 KB
972	8c/6ff021	207856	NFCORE_AMPLISEQ:AMPLISEQ:BARRNAP (ASV_seqs.fasta)	COMPLETED	0	2024-04-03 10:24:51.040	10.8s	10s	97.3%	22.5 MB	173 MB	8.6 MB	2.2 MB
977	c6/419f9c	209793	NFCORE_AMPLISEQ:AMPLISEQ:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	0	2024-04-03 10:25:02.699	1.1s	450ms	76.4%	1.8 MB	10.5 MB	934.1 KB	3.5 KB
976	22/5127ea	209701	NFCORE_AMPLISEQ:AMPLISEQ:BARRNAPSUMMARY	COMPLETED	0	2024-04-03 10:25:02.341	1.8s	1s	78.3%	1.2 MB	26.4 MB	577.2 KB	44.3 KB
978	10/476f9e	210080	NFCORE_AMPLISEQ:AMPLISEQ:MULTIQC	COMPLETED	0	2024-04-03 10:25:07.119	1m 5s	51.4s	127.8%	435.8 MB	6.6 GB	432.6 MB	34.2 MB
979	d6/fb09de	212783	NFCORE_AMPLISEQ:AMPLISEQ:SUMMARY_REPORT (1)	COMPLETED	0	2024-04-03 10:26:16.591	7.1s	6.2s	154.8%	245.7 MB	1 TB	30.1 MB	7.5 MB
